id,x,y,z,cost,value,rock_tonnes,ore_tonnes,blockvalue,period
77,2,24,26,20896.8,0.0,5528.25,0.0,-20896.8,13
78,2,24,27,20509.8,0.0,5528.25,0.0,-20509.8,12
79,2,24,28,20122.8,0.0,5528.25,0.0,-20122.8,12
80,2,25,25,21283.725,0.0,5528.25,0.0,-21283.725,
81,2,25,26,20896.8,0.0,5528.25,0.0,-20896.8,13
82,2,25,27,20509.8,0.0,5528.25,0.0,-20509.8,12
83,2,25,28,20122.8,0.0,5528.25,0.0,-20122.8,12
84,2,26,25,21283.725,0.0,5528.25,0.0,-21283.725,
85,2,26,26,20896.8,0.0,5528.25,0.0,-20896.8,13
86,2,26,27,20509.8,0.0,5528.25,0.0,-20509.8,12
87,2,26,28,20122.8,0.0,5528.25,0.0,-20122.8,12
88,2,27,25,21283.725,0.0,5528.25,0.0,-21283.725,
89,2,27,26,20896.8,0.0,5528.25,0.0,-20896.8,13
90,2,27,27,20509.8,0.0,5528.25,0.0,-20509.8,12
91,2,27,28,20122.8,0.0,5528.25,0.0,-20122.8,12
92,2,28,25,21283.725,0.0,5528.25,0.0,-21283.725,
93,2,28,26,20896.8,0.0,5528.25,0.0,-20896.8,13
94,2,28,27,20509.8,0.0,5528.25,0.0,-20509.8,12
95,2,28,28,20122.8,0.0,5528.25,0.0,-20122.8,12
96,2,29,25,21283.725,0.0,5528.25,0.0,-21283.725,
97,2,29,26,20896.8,0.0,5528.25,0.0,-20896.8,12
98,2,29,27,20509.8,0.0,5528.25,0.0,-20509.8,12
99,2,29,28,20122.8,0.0,5528.25,0.0,-20122.8,12
100,2,30,25,21283.725,0.0,5528.25,0.0,-21283.725,13
101,2,30,26,20896.8,0.0,5528.25,0.0,-20896.8,12
102,2,30,27,20509.8,0.0,5528.25,0.0,-20509.8,12
103,2,30,28,20122.8,0.0,5528.25,0.0,-20122.8,12
104,2,31,25,21283.725,0.0,5528.25,0.0,-21283.725,13
105,2,31,26,20896.8,0.0,5528.25,0.0,-20896.8,12
106,2,31,27,20509.8,0.0,5528.25,0.0,-20509.8,12
107,2,31,28,20122.8,0.0,5528.25,0.0,-20122.8,12
108,2,32,25,21283.725,0.0,5528.25,0.0,-21283.725,13
109,2,32,26,20896.8,0.0,5528.25,0.0,-20896.8,12
110,2,32,27,20509.8,0.0,5528.25,0.0,-20509.8,12
111,2,32,28,20122.8,0.0,5528.25,0.0,-20122.8,12
112,2,33,25,21283.725,0.0,5528.25,0.0,-21283.725,13
113,2,33,26,20896.8,0.0,5528.25,0.0,-20896.8,12
114,2,33,27,20509.8,0.0,5528.25,0.0,-20509.8,12
115,2,33,28,20122.8,0.0,5528.25,0.0,-20122.8,12
116,2,34,25,21283.725,0.0,5528.25,0.0,-21283.725,
117,2,34,26,20896.8,0.0,5528.25,0.0,-20896.8,12
118,2,34,27,20509.8,0.0,5528.25,0.0,-20509.8,12
119,2,34,28,20122.8,0.0,5528.25,0.0,-20122.8,12
120,2,35,25,21283.725,0.0,5528.25,0.0,-21283.725,
121,2,35,26,20896.8,0.0,5528.25,0.0,-20896.8,13
122,2,35,27,20509.8,0.0,5528.25,0.0,-20509.8,12
123,2,35,28,20122.8,0.0,5528.25,0.0,-20122.8,12
124,2,36,25,21283.725,0.0,5528.25,0.0,-21283.725,
125,2,36,26,20896.8,0.0,5528.25,0.0,-20896.8,13
126,2,36,27,20509.8,0.0,5528.25,0.0,-20509.8,12
127,2,36,28,20122.8,0.0,5528.25,0.0,-20122.8,12
128,2,37,26,20896.8,0.0,5528.25,0.0,-20896.8,
129,2,37,27,20509.8,0.0,5528.25,0.0,-20509.8,12
130,2,37,28,20122.8,0.0,5528.25,0.0,-20122.8,12
131,2,38,26,20896.8,0.0,5528.25,0.0,-20896.8,
132,2,38,27,20509.8,0.0,5528.25,0.0,-20509.8,13
133,2,38,28,20122.8,0.0,5528.25,0.0,-20122.8,12
134,2,39,27,20509.8,0.0,5528.25,0.0,-20509.8,
135,2,39,28,20122.8,0.0,5528.25,0.0,-20122.8,12
136,2,40,27,20509.8,0.0,5528.25,0.0,-20509.8,
137,2,40,28,20122.8,0.0,5528.25,0.0,-20122.8,13
138,2,41,28,20122.8,0.0,5528.25,0.0,-20122.8,
139,3,14,28,20122.8,0.0,5528.25,0.0,-20122.8,
140,3,15,28,20122.8,0.0,5528.25,0.0,-20122.8,
141,3,16,27,20509.8,0.0,5528.25,0.0,-20509.8,
142,3,16,28,20122.8,0.0,5528.25,0.0,-20122.8,13
143,3,17,27,20509.8,0.0,5528.25,0.0,-20509.8,
144,3,17,28,20122.8,0.0,5528.25,0.0,-20122.8,13
145,3,18,26,20896.8,0.0,5528.25,0.0,-20896.8,
146,3,18,27,20509.8,0.0,5528.25,0.0,-20509.8,13
147,3,18,28,20122.8,0.0,5528.25,0.0,-20122.8,12
148,3,19,26,20896.8,0.0,5528.25,0.0,-20896.8,
149,3,19,27,20509.8,0.0,5528.25,0.0,-20509.8,12
150,3,19,28,20122.8,0.0,5528.25,0.0,-20122.8,12
151,3,20,25,21283.725,0.0,5528.25,0.0,-21283.725,
152,3,20,26,20896.8,0.0,5528.25,0.0,-20896.8,13
153,3,20,27,20509.8,0.0,5528.25,0.0,-20509.8,12
154,3,20,28,20122.8,0.0,5528.25,0.0,-20122.8,12
155,3,21,25,21283.725,0.0,5528.25,0.0,-21283.725,
156,3,21,26,20896.8,0.0,5528.25,0.0,-20896.8,12
157,3,21,27,20509.8,0.0,5528.25,0.0,-20509.8,12
158,3,21,28,20122.8,0.0,5528.25,0.0,-20122.8,12
159,3,22,25,21283.725,0.0,5528.25,0.0,-21283.725,13
160,3,22,26,20896.8,0.0,5528.25,0.0,-20896.8,12
161,3,22,27,20509.8,0.0,5528.25,0.0,-20509.8,12
162,3,22,28,20122.8,0.0,5528.25,0.0,-20122.8,12
163,3,23,24,21670.725,0.0,5528.25,0.0,-21670.725,
164,3,23,25,21283.725,0.0,5528.25,0.0,-21283.725,13
165,3,23,26,20896.8,0.0,5528.25,0.0,-20896.8,12
166,3,23,27,20509.8,0.0,5528.25,0.0,-20509.8,12
167,3,23,28,20122.8,0.0,5528.25,0.0,-20122.8,11
168,3,24,24,21670.725,0.0,5528.25,0.0,-21670.725,
169,3,24,25,21283.725,0.0,5528.25,0.0,-21283.725,12
170,3,24,26,20896.8,0.0,5528.25,0.0,-20896.8,12
171,3,24,27,20509.8,0.0,5528.25,0.0,-20509.8,12
172,3,24,28,20122.8,0.0,5528.25,0.0,-20122.8,11
173,3,25,24,21670.725,0.0,5528.25,0.0,-21670.725,13
174,3,25,25,21283.725,0.0,5528.25,0.0,-21283.725,12
175,3,25,26,20896.8,0.0,5528.25,0.0,-20896.8,12
176,3,25,27,20509.8,0.0,5528.25,0.0,-20509.8,12
177,3,25,28,20122.8,0.0,5528.25,0.0,-20122.8,11
178,3,26,23,22057.725,0.0,5528.25,0.0,-22057.725,
179,3,26,24,21670.725,0.0,5528.25,0.0,-21670.725,13
180,3,26,25,21283.725,0.0,5528.25,0.0,-21283.725,12
181,3,26,26,20896.8,0.0,5528.25,0.0,-20896.8,12
182,3,26,27,20509.8,0.0,5528.25,0.0,-20509.8,12
183,3,26,28,20122.8,0.0,5528.25,0.0,-20122.8,11
184,3,27,23,22057.725,0.0,5528.25,0.0,-22057.725,
185,3,27,24,21670.725,0.0,5528.25,0.0,-21670.725,13
186,3,27,25,21283.725,0.0,5528.25,0.0,-21283.725,12
187,3,27,26,20896.8,0.0,5528.25,0.0,-20896.8,12
188,3,27,27,20509.8,0.0,5528.25,0.0,-20509.8,12
189,3,27,28,20122.8,0.0,5528.25,0.0,-20122.8,11
190,3,28,23,22057.725,0.0,5528.25,0.0,-22057.725,
191,3,28,24,21670.725,0.0,5528.25,0.0,-21670.725,13
192,3,28,25,21283.725,0.0,5528.25,0.0,-21283.725,12
193,3,28,26,20896.8,0.0,5528.25,0.0,-20896.8,12
194,3,28,27,20509.8,0.0,5528.25,0.0,-20509.8,12
195,3,28,28,20122.8,0.0,5528.25,0.0,-20122.8,11
196,3,29,23,22057.725,0.0,5528.25,0.0,-22057.725,
197,3,29,24,21670.725,0.0,5528.25,0.0,-21670.725,13
198,3,29,25,21283.725,0.0,5528.25,0.0,-21283.725,12
199,3,29,26,20896.8,0.0,5528.25,0.0,-20896.8,12
200,3,29,27,20509.8,0.0,5528.25,0.0,-20509.8,12
201,3,29,28,20122.8,0.0,5528.25,0.0,-20122.8,11
202,3,30,23,22057.725,0.0,5528.25,0.0,-22057.725,
203,3,30,24,21670.725,0.0,5528.25,0.0,-21670.725,13
204,3,30,25,21283.725,0.0,5528.25,0.0,-21283.725,12
205,3,30,26,20896.8,0.0,5528.25,0.0,-20896.8,12
206,3,30,27,20509.8,0.0,5528.25,0.0,-20509.8,12
207,3,30,28,20122.8,0.0,5528.25,0.0,-20122.8,11
208,3,31,23,22057.725,0.0,5528.25,0.0,-22057.725,
209,3,31,24,21670.725,0.0,5528.25,0.0,-21670.725,13
210,3,31,25,21283.725,0.0,5528.25,0.0,-21283.725,12
211,3,31,26,20896.8,0.0,5528.25,0.0,-20896.8,12
212,3,31,27,20509.8,0.0,5528.25,0.0,-20509.8,12
213,3,31,28,20122.8,0.0,5528.25,0.0,-20122.8,11
214,3,32,23,22057.725,0.0,5528.25,0.0,-22057.725,
215,3,32,24,21670.725,0.0,5528.25,0.0,-21670.725,13
216,3,32,25,21283.725,0.0,5528.25,0.0,-21283.725,12
217,3,32,26,20896.8,0.0,5528.25,0.0,-20896.8,12
218,3,32,27,20509.8,0.0,5528.25,0.0,-20509.8,12
219,3,32,28,20122.8,0.0,5528.25,0.0,-20122.8,11
220,3,33,23,22057.725,0.0,5528.25,0.0,-22057.725,
221,3,33,24,21670.725,0.0,5528.25,0.0,-21670.725,13
222,3,33,25,21283.725,0.0,5528.25,0.0,-21283.725,12
223,3,33,26,20896.8,0.0,5528.25,0.0,-20896.8,12
224,3,33,27,20509.8,0.0,5528.25,0.0,-20509.8,12
225,3,33,28,20122.8,0.0,5528.25,0.0,-20122.8,11
226,3,34,23,22057.725,0.0,5528.25,0.0,-22057.725,
227,3,34,24,21670.725,0.0,5528.25,0.0,-21670.725,13
228,3,34,25,21283.725,0.0,5528.25,0.0,-21283.725,12
229,3,34,26,20896.8,0.0,5528.25,0.0,-20896.8,12
230,3,34,27,20509.8,0.0,5528.25,0.0,-20509.8,12
231,3,34,28,20122.8,0.0,5528.25,0.0,-20122.8,11
232,3,35,24,21670.725,0.0,5528.25,0.0,-21670.725,
233,3,35,25,21283.725,0.0,5528.25,0.0,-21283.725,12
234,3,35,26,20896.8,0.0,5528.25,0.0,-20896.8,12
235,3,35,27,20509.8,0.0,5528.25,0.0,-20509.8,12
236,3,35,28,20122.8,0.0,5528.25,0.0,-20122.8,11
237,3,36,24,21670.725,0.0,5528.25,0.0,-21670.725,
238,3,36,25,21283.725,0.0,5528.25,0.0,-21283.725,13
239,3,36,26,20896.8,0.0,5528.25,0.0,-20896.8,12
240,3,36,27,20509.8,0.0,5528.25,0.0,-20509.8,12
241,3,36,28,20122.8,0.0,5528.25,0.0,-20122.8,12
242,3,37,24,21670.725,0.0,5528.25,0.0,-21670.725,
243,3,37,25,21283.725,0.0,5528.25,0.0,-21283.725,13
244,3,37,26,20896.8,0.0,5528.25,0.0,-20896.8,12
245,3,37,27,20509.8,0.0,5528.25,0.0,-20509.8,12
246,3,37,28,20122.8,0.0,5528.25,0.0,-20122.8,12
247,3,38,25,21283.725,0.0,5528.25,0.0,-21283.725,
248,3,38,26,20896.8,0.0,5528.25,0.0,-20896.8,12
249,3,38,27,20509.8,0.0,5528.25,0.0,-20509.8,12
250,3,38,28,20122.8,0.0,5528.25,0.0,-20122.8,12
251,3,39,25,21283.725,0.0,5528.25,0.0,-21283.725,
252,3,39,26,20896.8,0.0,5528.25,0.0,-20896.8,13
253,3,39,27,20509.8,0.0,5528.25,0.0,-20509.8,12
254,3,39,28,20122.8,0.0,5528.25,0.0,-20122.8,12
255,3,40,26,20896.8,0.0,5528.25,0.0,-20896.8,
256,3,40,27,20509.8,0.0,5528.25,0.0,-20509.8,13
257,3,40,28,20122.8,0.0,5528.25,0.0,-20122.8,12
258,3,41,27,20509.8,0.0,5528.25,0.0,-20509.8,
259,3,41,28,20122.8,0.0,5528.25,0.0,-20122.8,13
260,3,42,28,20122.8,0.0,5528.25,0.0,-20122.8,
261,4,13,28,20122.8,0.0,5528.25,0.0,-20122.8,
262,4,14,27,20509.8,0.0,5528.25,0.0,-20509.8,
263,4,14,28,20122.8,0.0,5528.25,0.0,-20122.8,13
264,4,15,26,20896.8,0.0,5528.25,0.0,-20896.8,
265,4,15,27,20509.8,0.0,5528.25,0.0,-20509.8,13
266,4,15,28,20122.8,0.0,5528.25,0.0,-20122.8,12
267,4,16,26,20896.8,0.0,5528.25,0.0,-20896.8,
268,4,16,27,20509.8,0.0,5528.25,0.0,-20509.8,13
269,4,16,28,20122.8,0.0,5528.25,0.0,-20122.8,12
270,4,17,25,21283.725,0.0,5528.25,0.0,-21283.725,
271,4,17,26,20896.8,0.0,5528.25,0.0,-20896.8,13
272,4,17,27,20509.8,0.0,5528.25,0.0,-20509.8,12
273,4,17,28,20122.8,0.0,5528.25,0.0,-20122.8,12
274,4,18,25,21283.725,0.0,5528.25,0.0,-21283.725,
275,4,18,26,20896.8,0.0,5528.25,0.0,-20896.8,13
276,4,18,27,20509.8,0.0,5528.25,0.0,-20509.8,12
277,4,18,28,20122.8,0.0,5528.25,0.0,-20122.8,12
278,4,19,24,21670.725,0.0,5528.25,0.0,-21670.725,
279,4,19,25,21283.725,0.0,5528.25,0.0,-21283.725,13
280,4,19,26,20896.8,0.0,5528.25,0.0,-20896.8,12
281,4,19,27,20509.8,0.0,5528.25,0.0,-20509.8,12
282,4,19,28,20122.8,0.0,5528.25,0.0,-20122.8,11
283,4,20,24,21670.725,0.0,5528.25,0.0,-21670.725,
284,4,20,25,21283.725,0.0,5528.25,0.0,-21283.725,12
285,4,20,26,20896.8,0.0,5528.25,0.0,-20896.8,12
286,4,20,27,20509.8,0.0,5528.25,0.0,-20509.8,12
287,4,20,28,20122.8,0.0,5528.25,0.0,-20122.8,11
288,4,21,24,21670.725,0.0,5528.25,0.0,-21670.725,13
289,4,21,25,21283.725,0.0,5528.25,0.0,-21283.725,12
290,4,21,26,20896.8,0.0,5528.25,0.0,-20896.8,12
291,4,21,27,20509.8,0.0,5528.25,0.0,-20509.8,12
292,4,21,28,20122.8,0.0,5528.25,0.0,-20122.8,11
293,4,22,23,22057.725,0.0,5528.25,0.0,-22057.725,
294,4,22,24,21670.725,0.0,5528.25,0.0,-21670.725,13
295,4,22,25,21283.725,0.0,5528.25,0.0,-21283.725,12
296,4,22,26,20896.8,0.0,5528.25,0.0,-20896.8,12
297,4,22,27,20509.8,0.0,5528.25,0.0,-20509.8,11
298,4,22,28,20122.8,0.0,5528.25,0.0,-20122.8,11
299,4,23,23,22057.725,0.0,5528.25,0.0,-22057.725,
300,4,23,24,21670.725,0.0,5528.25,0.0,-21670.725,12
301,4,23,25,21283.725,0.0,5528.25,0.0,-21283.725,12
302,4,23,26,20896.8,0.0,5528.25,0.0,-20896.8,12
303,4,23,27,20509.8,0.0,5528.25,0.0,-20509.8,11
304,4,23,28,20122.8,0.0,5528.25,0.0,-20122.8,11
305,4,24,23,22057.725,0.0,5528.25,0.0,-22057.725,13
306,4,24,24,21670.725,0.0,5528.25,0.0,-21670.725,12
307,4,24,25,21283.725,0.0,5528.25,0.0,-21283.725,12
308,4,24,26,20896.8,0.0,5528.25,0.0,-20896.8,12
309,4,24,27,20509.8,0.0,5528.25,0.0,-20509.8,11
310,4,24,28,20122.8,0.0,5528.25,0.0,-20122.8,11
311,4,25,22,22444.725,0.0,5528.25,0.0,-22444.725,
312,4,25,23,22057.725,0.0,5528.25,0.0,-22057.725,13
313,4,25,24,21670.725,0.0,5528.25,0.0,-21670.725,12
314,4,25,25,21283.725,0.0,5528.25,0.0,-21283.725,12
315,4,25,26,20896.8,0.0,5528.25,0.0,-20896.8,12
316,4,25,27,20509.8,0.0,5528.25,0.0,-20509.8,11
317,4,25,28,20122.8,0.0,5528.25,0.0,-20122.8,11
318,4,26,22,22444.725,0.0,5528.25,0.0,-22444.725,
319,4,26,23,22057.725,0.0,5528.25,0.0,-22057.725,13
320,4,26,24,21670.725,0.0,5528.25,0.0,-21670.725,12
321,4,26,25,21283.725,0.0,5528.25,0.0,-21283.725,12
322,4,26,26,20896.8,0.0,5528.25,0.0,-20896.8,12
323,4,26,27,20509.8,0.0,5528.25,0.0,-20509.8,11
324,4,26,28,20122.8,0.0,5528.25,0.0,-20122.8,11
325,4,27,22,22444.725,0.0,5528.25,0.0,-22444.725,
326,4,27,23,22057.725,0.0,5528.25,0.0,-22057.725,13
327,4,27,24,21670.725,0.0,5528.25,0.0,-21670.725,12
328,4,27,25,21283.725,0.0,5528.25,0.0,-21283.725,12
329,4,27,26,20896.8,0.0,5528.25,0.0,-20896.8,12
330,4,27,27,20509.8,0.0,5528.25,0.0,-20509.8,11
331,4,27,28,20122.8,0.0,5528.25,0.0,-20122.8,11
332,4,28,22,22444.725,0.0,5528.25,0.0,-22444.725,
333,4,28,23,22057.725,0.0,5528.25,0.0,-22057.725,13
334,4,28,24,21670.725,0.0,5528.25,0.0,-21670.725,12
335,4,28,25,21283.725,0.0,5528.25,0.0,-21283.725,12
336,4,28,26,20896.8,0.0,5528.25,0.0,-20896.8,12
337,4,28,27,20509.8,0.0,5528.25,0.0,-20509.8,11
338,4,28,28,20122.8,0.0,5528.25,0.0,-20122.8,11
339,4,29,22,22444.725,0.0,5528.25,0.0,-22444.725,
340,4,29,23,22057.725,0.0,5528.25,0.0,-22057.725,13
341,4,29,24,21670.725,0.0,5528.25,0.0,-21670.725,12
342,4,29,25,21283.725,0.0,5528.25,0.0,-21283.725,12
343,4,29,26,20896.8,0.0,5528.25,0.0,-20896.8,12
344,4,29,27,20509.8,0.0,5528.25,0.0,-20509.8,11
345,4,29,28,20122.8,0.0,5528.25,0.0,-20122.8,10
346,4,30,22,22444.725,0.0,5528.25,0.0,-22444.725,
347,4,30,23,22057.725,0.0,5528.25,0.0,-22057.725,13
348,4,30,24,21670.725,0.0,5528.25,0.0,-21670.725,12
349,4,30,25,21283.725,0.0,5528.25,0.0,-21283.725,12
350,4,30,26,20896.8,0.0,5528.25,0.0,-20896.8,12
351,4,30,27,20509.8,0.0,5528.25,0.0,-20509.8,11
352,4,30,28,20122.8,0.0,5528.25,0.0,-20122.8,10
353,4,31,22,22444.725,0.0,5528.25,0.0,-22444.725,
354,4,31,23,22057.725,0.0,5528.25,0.0,-22057.725,13
355,4,31,24,21670.725,0.0,5528.25,0.0,-21670.725,12
356,4,31,25,21283.725,0.0,5528.25,0.0,-21283.725,12
357,4,31,26,20896.8,0.0,5528.25,0.0,-20896.8,12
358,4,31,27,20509.8,0.0,5528.25,0.0,-20509.8,11
359,4,31,28,20122.8,0.0,5528.25,0.0,-20122.8,10
360,4,32,22,22444.725,0.0,5528.25,0.0,-22444.725,
361,4,32,23,22057.725,0.0,5528.25,0.0,-22057.725,13
362,4,32,24,21670.725,0.0,5528.25,0.0,-21670.725,12
363,4,32,25,21283.725,0.0,5528.25,0.0,-21283.725,12
364,4,32,26,20896.8,0.0,5528.25,0.0,-20896.8,12
365,4,32,27,20509.8,0.0,5528.25,0.0,-20509.8,11
366,4,32,28,20122.8,0.0,5528.25,0.0,-20122.8,10
367,4,33,22,22444.725,0.0,5528.25,0.0,-22444.725,
368,4,33,23,22057.725,0.0,5528.25,0.0,-22057.725,13
369,4,33,24,21670.725,0.0,5528.25,0.0,-21670.725,12
370,4,33,25,21283.725,0.0,5528.25,0.0,-21283.725,12
371,4,33,26,20896.8,0.0,5528.25,0.0,-20896.8,12
372,4,33,27,20509.8,0.0,5528.25,0.0,-20509.8,11
373,4,33,28,20122.8,0.0,5528.25,0.0,-20122.8,10
374,4,34,22,22444.725,0.0,5528.25,0.0,-22444.725,
375,4,34,23,22057.725,0.0,5528.25,0.0,-22057.725,13
376,4,34,24,21670.725,0.0,5528.25,0.0,-21670.725,12
377,4,34,25,21283.725,0.0,5528.25,0.0,-21283.725,12
378,4,34,26,20896.8,0.0,5528.25,0.0,-20896.8,12
379,4,34,27,20509.8,0.0,5528.25,0.0,-20509.8,11
380,4,34,28,20122.8,0.0,5528.25,0.0,-20122.8,10
381,4,35,22,22444.725,0.0,5528.25,0.0,-22444.725,
382,4,35,23,22057.725,0.0,5528.25,0.0,-22057.725,13
383,4,35,24,21670.725,0.0,5528.25,0.0,-21670.725,12
384,4,35,25,21283.725,0.0,5528.25,0.0,-21283.725,12
385,4,35,26,20896.8,0.0,5528.25,0.0,-20896.8,12
386,4,35,27,20509.8,0.0,5528.25,0.0,-20509.8,11
387,4,35,28,20122.8,0.0,5528.25,0.0,-20122.8,11
388,4,36,23,22057.725,0.0,5528.25,0.0,-22057.725,13
389,4,36,24,21670.725,0.0,5528.25,0.0,-21670.725,12
390,4,36,25,21283.725,0.0,5528.25,0.0,-21283.725,12
391,4,36,26,20896.8,0.0,5528.25,0.0,-20896.8,12
392,4,36,27,20509.8,0.0,5528.25,0.0,-20509.8,11
393,4,36,28,20122.8,0.0,5528.25,0.0,-20122.8,11
394,4,37,23,22057.725,0.0,5528.25,0.0,-22057.725,
395,4,37,24,21670.725,0.0,5528.25,0.0,-21670.725,12
396,4,37,25,21283.725,0.0,5528.25,0.0,-21283.725,12
397,4,37,26,20896.8,0.0,5528.25,0.0,-20896.8,12
398,4,37,27,20509.8,0.0,5528.25,0.0,-20509.8,11
399,4,37,28,20122.8,0.0,5528.25,0.0,-20122.8,11
400,4,38,23,22057.725,0.0,5528.25,0.0,-22057.725,
401,4,38,24,21670.725,0.0,5528.25,0.0,-21670.725,13
402,4,38,25,21283.725,0.0,5528.25,0.0,-21283.725,12
403,4,38,26,20896.8,0.0,5528.25,0.0,-20896.8,12
404,4,38,27,20509.8,0.0,5528.25,0.0,-20509.8,12
405,4,38,28,20122.8,0.0,5528.25,0.0,-20122.8,11
406,4,39,24,21670.725,0.0,5528.25,0.0,-21670.725,
407,4,39,25,21283.725,0.0,5528.25,0.0,-21283.725,13
408,4,39,26,20896.8,0.0,5528.25,0.0,-20896.8,12
409,4,39,27,20509.8,0.0,5528.25,0.0,-20509.8,12
410,4,39,28,20122.8,0.0,5528.25,0.0,-20122.8,11
411,4,40,25,21283.725,0.0,5528.25,0.0,-21283.725,
