id,x,y,z,cost,value,rock_tonnes,ore_tonnes,blockvalue,period
204,130,22,1,540,3580.72,540,540,3040.72,22
205,135,23,1,525,1979.72,525,525,1454.72,22
206,133,22,1,540,4069.72,540,540,3529.72,22
207,134,22,1,540,4196.72,540,540,3656.7200000000003,22
208,135,22,1,540,4553.72,540,540,4013.7200000000003,22
209,133,23,1,540,3693.72,540,540,3153.72,22
210,134,23,1,530,2730.72,530,530,2200.72,22
211,138,22,1,540,4413.72,540,540,3873.7200000000003,22
212,137,22,1,540,4413.72,540,540,3873.7200000000003,22
213,136,22,1,540,4413.72,540,540,3873.7200000000003,22
214,137,23,1,525,2146.72,525,525,1621.7199999999998,22
215,136,23,1,525,1979.72,525,525,1454.72,22
216,138,23,1,525,2146.72,525,525,1621.7199999999998,21
217,140,22,1,540,4234.72,540,540,3694.7200000000003,22
218,141,22,1,540,4234.72,540,540,3694.7200000000003,21
219,139,21,1,540,4224.72,540,540,3684.7200000000003,22
220,140,21,1,540,4225.72,540,540,3685.7200000000003,22
221,141,21,1,540,4225.72,540,540,3685.7200000000003,22
222,141,23,1,525,1592.72,525,525,1067.72,23
223,140,23,1,525,1732.72,525,525,1207.72,23
224,139,23,1,525,2006.72,525,525,1481.72,22
225,139,22,1,540,4413.72,540,540,3873.7200000000003,22
226,144,23,1,525,1050.72,525,525,525.72,
227,142,23,1,525,1458.72,525,525,933.72,23
228,143,23,1,525,1318.72,525,525,793.72,23
229,142,22,1,540,3954.72,540,540,3414.72,21
230,143,22,1,540,3814.72,540,540,3274.72,21
231,144,22,1,540,3693.72,540,540,3153.72,17
232,144,21,1,540,4083.72,540,540,3543.72,21
233,142,21,1,540,4225.72,540,540,3685.7200000000003,22
234,143,21,1,540,4225.72,540,540,3685.7200000000003,22
235,147,22,1,540,4633.72,540,540,4093.7200000000003,14
236,145,23,1,535,2435.72,535,535,1900.7199999999998,17
237,146,23,1,540,3621.72,540,540,3081.72,12
238,147,23,1,540,4055.72,540,540,3515.72,12
239,145,22,1,540,3763.72,540,540,3223.72,14
240,146,22,1,540,4345.72,540,540,3805.7200000000003,14
241,147,21,1,540,3990.72,540,540,3450.72,17
242,146,21,1,540,3990.72,540,540,3450.72,21
243,145,21,1,540,3871.72,540,540,3331.72,21
244,149,22,1,540,4633.72,540,540,4093.7200000000003,14
245,148,22,1,540,4633.72,540,540,4093.7200000000003,14
246,150,22,1,540,4633.72,540,540,4093.7200000000003,14
247,148,21,1,540,3990.72,540,540,3450.72,14
248,149,21,1,540,3972.72,540,540,3432.72,14
249,150,21,1,540,3972.72,540,540,3432.72,14
250,148,23,1,540,4632.72,540,540,4092.7200000000003,10
251,150,23,1,540,4633.72,540,540,4093.7200000000003,10
252,149,23,1,540,4633.72,540,540,4093.7200000000003,10
253,152,23,1,540,4633.72,540,540,4093.7200000000003,10
254,153,22,1,540,4633.72,540,540,4093.7200000000003,14
255,151,22,1,540,4633.72,540,540,4093.7200000000003,14
256,152,22,1,540,4633.72,540,540,4093.7200000000003,14
257,151,21,1,540,3972.72,540,540,3432.72,14
258,152,21,1,540,3972.72,540,540,3432.72,21
259,153,21,1,540,3972.72,540,540,3432.72,22
260,153,23,1,540,4633.72,540,540,4093.7200000000003,13
261,151,23,1,540,4633.72,540,540,4093.7200000000003,10
262,154,23,1,540,4633.72,540,540,4093.7200000000003,13
263,156,23,1,540,3562.72,540,540,3022.72,14
264,154,22,1,540,4633.72,540,540,4093.7200000000003,14
265,155,22,1,540,3562.72,540,540,3022.72,21
266,156,22,1,540,3562.72,540,540,3022.72,22
267,155,23,1,540,3562.72,540,540,3022.72,14
268,154,21,1,540,3972.72,540,540,3432.72,22
269,155,21,1,540,3203.72,540,540,2663.72,
270,156,21,1,540,3203.72,540,540,2663.72,
271,159,23,1,540,3562.72,540,540,3022.72,22
272,157,22,1,540,3562.72,540,540,3022.72,22
273,158,22,1,540,3562.72,540,540,3022.72,
274,157,23,1,540,3562.72,540,540,3022.72,14
275,159,22,1,540,3562.72,540,540,3022.72,
276,158,23,1,540,3562.72,540,540,3022.72,21
277,81,25,1,540,3478.72,540,540,2938.72,20
278,81,24,1,540,3476.72,540,540,2936.72,21
279,80,24,1,540,3476.72,540,540,2936.72,21
280,79,24,1,535,2621.72,535,535,2086.72,21
281,83,26,1,540,3479.72,540,540,2939.72,20
282,83,24,0,540,3471.72,540,540,2931.72,21
283,82,24,0,540,3471.72,540,540,2931.72,21
284,84,25,1,540,3478.72,540,540,2938.72,20
285,82,24,1,540,3476.72,540,540,2936.72,21
286,83,24,1,540,3476.72,540,540,2936.72,21
287,84,24,1,540,3476.72,540,540,2936.72,20
288,82,25,0,520,568.72,520,520,48.72000000000003,
289,84,26,0,535,2629.72,535,535,2094.72,20
290,82,26,1,540,3479.72,540,540,2939.72,20
291,84,25,0,540,3471.72,540,540,2931.72,20
292,84,26,1,540,3479.72,540,540,2939.72,18
293,83,25,0,540,3471.72,540,540,2931.72,21
294,83,25,1,540,3478.72,540,540,2938.72,20
295,82,25,1,540,3478.72,540,540,2938.72,20
296,84,24,0,540,3471.72,540,540,2931.72,21
297,85,26,1,540,3344.72,540,540,2804.72,17
298,86,26,1,540,3344.72,540,540,2804.72,17
299,86,25,1,540,3344.72,540,540,2804.72,20
300,87,24,0,540,3085.72,540,540,2545.72,20
301,86,24,0,540,3085.72,540,540,2545.72,21
302,85,24,0,540,3085.72,540,540,2545.72,21
303,87,25,1,540,3344.72,540,540,2804.72,18
304,87,26,0,530,1691.72,530,530,1161.72,23
305,85,25,0,540,3085.72,540,540,2545.72,20
306,86,25,0,540,3085.72,540,540,2545.72,20
307,87,25,0,540,3085.72,540,540,2545.72,20
308,85,25,1,540,3344.72,540,540,2804.72,20
309,86,26,0,535,2291.72,535,535,1756.7199999999998,21
310,85,26,0,535,2291.72,535,535,1756.7199999999998,21
311,85,24,1,540,3344.72,540,540,2804.72,20
312,86,24,1,540,3344.72,540,540,2804.72,20
313,87,24,1,540,3344.72,540,540,2804.72,20
314,87,26,1,540,3344.72,540,540,2804.72,17
315,90,25,1,540,3344.72,540,540,2804.72,20
316,88,24,1,540,3344.72,540,540,2804.72,20
317,89,24,1,540,3344.72,540,540,2804.72,20
318,90,24,1,540,3344.72,540,540,2804.72,20
319,88,25,0,540,3085.72,540,540,2545.72,20
320,89,25,1,540,3344.72,540,540,2804.72,17
321,90,26,1,540,3344.72,540,540,2804.72,17
322,89,26,1,540,3344.72,540,540,2804.72,17
323,88,26,1,540,3344.72,540,540,2804.72,17
324,88,26,0,525,1090.72,525,525,565.72,
325,90,24,0,540,3085.72,540,540,2545.72,22
326,89,24,0,540,3085.72,540,540,2545.72,22
327,88,24,0,540,3085.72,540,540,2545.72,21
328,89,25,0,540,3085.72,540,540,2545.72,20
329,88,25,1,540,3344.72,540,540,2804.72,17
330,90,25,0,540,3085.72,540,540,2545.72,20
331,93,24,1,540,3344.72,540,540,2804.72,22
332,91,25,1,540,3344.72,540,540,2804.72,20
333,93,25,1,540,3344.72,540,540,2804.72,20
334,92,25,1,540,3344.72,540,540,2804.72,20
335,92,24,1,540,3344.72,540,540,2804.72,22
336,91,26,1,540,3344.72,540,540,2804.72,17
337,92,26,1,540,3344.72,540,540,2804.72,17
338,93,26,1,540,3344.72,540,540,2804.72,20
339,91,24,1,540,3344.72,540,540,2804.72,21
340,91,24,0,540,3085.72,540,540,2545.72,22
341,95,26,1,540,3133.72,540,540,2593.72,20
342,95,25,1,540,3133.72,540,540,2593.72,22
343,96,25,1,540,3133.72,540,540,2593.72,22
344,96,26,1,540,3133.72,540,540,2593.72,20
345,94,24,1,540,3344.72,540,540,2804.72,22
346,94,25,1,540,3344.72,540,540,2804.72,21
347,94,26,1,540,3344.72,540,540,2804.72,20
348,96,24,0,530,1295.72,530,530,765.72,23
349,95,24,0,535,2115.72,535,535,1580.7199999999998,23
350,94,24,0,540,3085.72,540,540,2545.72,23
351,95,24,1,540,3133.72,540,540,2593.72,22
352,96,24,1,540,3133.72,540,540,2593.72,23
353,98,26,1,540,3133.72,540,540,2593.72,22
354,98,25,1,540,3133.72,540,540,2593.72,22
355,99,25,1,540,3133.72,540,540,2593.72,23
356,97,25,1,540,3133.72,540,540,2593.72,22
357,98,24,1,540,3133.72,540,540,2593.72,23
358,97,24,1,540,3133.72,540,540,2593.72,23
359,99,24,1,540,3133.72,540,540,2593.72,23
360,97,26,1,540,3133.72,540,540,2593.72,21
361,99,26,1,540,3133.72,540,540,2593.72,22
362,101,26,1,540,3133.72,540,540,2593.72,22
363,100,26,1,540,3133.72,540,540,2593.72,22
364,102,26,1,535,2301.72,535,535,1766.7199999999998,23
365,102,24,1,540,3133.72,540,540,2593.72,23
366,100,25,1,540,3133.72,540,540,2593.72,23
367,101,25,1,540,3133.72,540,540,2593.72,23
368,101,24,1,540,3133.72,540,540,2593.72,23
369,100,24,1,540,3133.72,540,540,2593.72,23
370,102,25,1,540,3133.72,540,540,2593.72,23
371,103,26,1,530,1470.72,530,530,940.72,23
372,104,26,1,525,638.72,525,525,113.72000000000003,
373,103,25,1,540,3133.72,540,540,2593.72,23
374,104,24,1,540,3133.72,540,540,2593.72,
375,104,25,1,540,3133.72,540,540,2593.72,23
376,105,25,1,540,3327.72,540,540,2787.72,23
377,103,24,1,540,3133.72,540,540,2593.72,
378,105,24,1,540,3327.72,540,540,2787.72,
379,106,24,1,540,3327.72,540,540,2787.72,
380,108,24,1,530,1911.72,530,530,1381.72,
381,107,24,1,540,3266.72,540,540,2726.72,
382,107,25,1,525,1294.72,525,525,769.72,
383,106,25,1,540,3327.72,540,540,2787.72,
384,108,25,1,525,1294.72,525,525,769.72,
385,109,24,1,525,1173.72,525,525,648.72,
386,119,25,1,535,1633.72,535,535,1098.72,23
387,120,25,1,540,2250.72,540,540,1710.7199999999998,22
388,120,24,1,540,2584.72,540,540,2044.7199999999998,23
389,119,24,1,535,2079.72,535,535,1544.7199999999998,23
390,121,26,1,530,1017.72,530,530,487.72,
391,122,26,1,535,1634.72,535,535,1099.72,23
392,123,26,1,540,2250.72,540,540,1710.7199999999998,21
393,122,25,1,540,2250.72,540,540,1710.7199999999998,22
394,123,25,1,540,2249.72,540,540,1709.7199999999998,22
395,121,25,1,540,2250.72,540,540,1710.7199999999998,21
396,121,24,1,540,2473.72,540,540,1933.7199999999998,23
397,122,24,1,540,2361.72,540,540,1821.7199999999998,23
398,123,24,1,540,2250.72,540,540,1710.7199999999998,22
399,126,24,1,540,2228.72,540,540,1688.7199999999998,22
400,125,24,1,540,2228.72,540,540,1688.7199999999998,22
401,124,26,1,540,2250.72,540,540,1710.7199999999998,21
402,124,24,1,540,2250.72,540,540,1710.7199999999998,22
403,125,26,1,540,2107.72,540,540,1567.7199999999998,22
404,126,26,1,540,2107.72,540,540,1567.7199999999998,22
405,126,25,1,540,2107.72,540,540,1567.7199999999998,22
406,124,25,1,540,2249.72,540,540,1709.7199999999998,22
407,125,25,1,540,2107.72,540,540,1567.7199999999998,22
408,127,25,1,540,2107.72,540,540,1567.7199999999998,22
409,127,24,1,540,2348.72,540,540,1808.7199999999998,22
410,129,24,1,540,2712.72,540,540,2172.72,22
411,128,26,1,530,888.72,530,530,358.72,
412,127,26,1,535,1497.72,535,535,962.72,23
413,129,25,1,540,2228.72,540,540,1688.7199999999998,22
414,128,24,1,540,2591.72,540,540,2051.72,22
415,128,25,1,540,2107.72,540,540,1567.7199999999998,22
416,130,25,1,530,1130.72,530,530,600.72,
417,131,24,1,540,3075.72,540,540,2535.72,22
418,130,24,1,540,2953.72,540,540,2413.72,22
419,132,24,1,530,1978.72,530,530,1448.72,22
420,133,24,1,520,1015.72,520,520,495.72,
421,147,24,1,530,2121.72,530,530,1591.7199999999998,21
422,149,25,1,525,1664.72,525,525,1139.72,23
423,150,24,1,540,4633.72,540,540,4093.7200000000003,10
424,149,24,1,540,4345.72,540,540,3805.7200000000003,10
425,150,25,1,540,4055.72,540,540,3515.72,9
426,148,24,1,540,3907.72,540,540,3367.72,10
427,152,26,1,540,4345.72,540,540,3805.7200000000003,7
428,151,24,1,540,4633.72,540,540,4093.7200000000003,10
429,152,24,1,540,4633.72,540,540,4093.7200000000003,10
430,153,24,1,540,4633.72,540,540,4093.7200000000003,9
431,151,26,1,525,1953.72,525,525,1428.72,22
432,153,25,1,540,4633.72,540,540,4093.7200000000003,8
433,152,25,1,540,4633.72,540,540,4093.7200000000003,8
434,151,25,1,540,4489.72,540,540,3949.7200000000003,9
435,156,26,1,540,3544.72,540,540,3004.72,6
436,155,26,1,540,3544.72,540,540,3004.72,6
437,155,24,1,540,3562.72,540,540,3022.72,10
438,154,24,1,540,4633.72,540,540,4093.7200000000003,9
439,156,24,1,540,3562.72,540,540,3022.72,13
440,155,25,1,540,3562.72,540,540,3022.72,7
441,154,25,1,540,4633.72,540,540,4093.7200000000003,7
442,156,25,1,540,3562.72,540,540,3022.72,8
443,157,24,1,540,3562.72,540,540,3022.72,13
444,159,26,1,540,3544.72,540,540,3004.72,8
445,158,26,1,540,3544.72,540,540,3004.72,7
446,158,24,1,540,3562.72,540,540,3022.72,13
447,159,24,1,540,3562.72,540,540,3022.72,14
448,157,25,1,540,3562.72,540,540,3022.72,9
449,158,25,1,540,3562.72,540,540,3022.72,10
450,159,25,1,540,3562.72,540,540,3022.72,13
451,157,26,1,540,3544.72,540,540,3004.72,6
452,84,27,1,540,3474.72,540,540,2934.72,17
453,85,27,1,540,3344.72,540,540,2804.72,17
454,86,27,1,535,2515.72,535,535,1980.7199999999998,17
455,87,27,1,535,2515.72,535,535,1980.7199999999998,17
456,89,27,1,525,858.72,525,525,333.72,
457,88,27,1,530,1687.72,530,530,1157.72,23
458,156,27,1,540,3522.72,540,540,2982.72,6
459,158,27,1,540,3513.72,540,540,2973.72,5
460,157,27,1,540,3513.72,540,540,2973.72,5
461,159,27,1,540,3513.72,540,540,2973.72,6
462,157,28,1,525,1221.72,525,525,696.72,23
463,158,28,1,535,2402.72,535,535,1867.7199999999998,17
464,159,28,1,535,2402.72,535,535,1867.7199999999998,17
465,75,17,4,406,0.0,406,0,-406.0,
466,74,17,4,398,0.0,398,0,-398.0,
467,78,17,4,406,0.0,406,0,-406.0,23
468,77,17,4,406,0.0,406,0,-406.0,23
469,76,17,4,406,0.0,406,0,-406.0,23
470,81,17,4,410,0.0,410,0,-410.0,23
471,80,17,4,410,0.0,410,0,-410.0,23
472,79,17,4,410,0.0,410,0,-410.0,23
473,83,17,4,410,0.0,410,0,-410.0,23
474,84,16,4,378,0.0,378,0,-378.0,
475,83,16,4,378,0.0,378,0,-378.0,
476,84,17,3,462,0.0,462,0,-462.0,
477,83,17,3,457,0.0,457,0,-457.0,
478,84,17,4,410,0.0,410,0,-410.0,23
479,82,17,4,410,0.0,410,0,-410.0,23
480,86,16,4,378,0.0,378,0,-378.0,
481,87,16,4,378,0.0,378,0,-378.0,
482,86,17,3,434,0.0,434,0,-434.0,
483,85,16,4,378,0.0,378,0,-378.0,
484,85,17,3,448,0.0,448,0,-448.0,
485,87,17,4,394,0.0,394,0,-394.0,
486,87,17,3,426,0.0,426,0,-426.0,
487,85,17,4,410,0.0,410,0,-410.0,23
488,86,17,4,398,0.0,398,0,-398.0,23
489,88,17,3,418,0.0,418,0,-418.0,
490,89,17,3,410,0.0,410,0,-410.0,
491,89,16,4,378,0.0,378,0,-378.0,
492,90,16,4,378,0.0,378,0,-378.0,
493,90,17,4,378,0.0,378,0,-378.0,23
494,90,17,3,406,0.0,406,0,-406.0,
495,89,17,4,382,0.0,382,0,-382.0,23
496,88,17,4,386,0.0,386,0,-386.0,
497,88,16,4,378,0.0,378,0,-378.0,
498,93,17,4,378,0.0,378,0,-378.0,
499,92,17,4,378,0.0,378,0,-378.0,
500,91,17,4,378,0.0,378,0,-378.0,
501,94,17,4,378,0.0,378,0,-378.0,
502,57,20,4,540,3483.72,540,540,2943.72,
503,58,20,4,540,3483.72,540,540,2943.72,
504,60,20,4,540,3483.72,540,540,2943.72,
505,59,20,4,540,3483.72,540,540,2943.72,
506,63,20,4,540,3483.72,540,540,2943.72,
507,61,20,4,540,3483.72,540,540,2943.72,
508,62,20,4,540,3483.72,540,540,2943.72,
509,65,20,4,540,4021.72,540,540,3481.72,23
510,64,20,4,540,3483.72,540,540,2943.72,
511,66,20,4,540,4021.72,540,540,3481.72,23
512,66,20,3,540,4068.72,540,540,3528.72,
513,65,20,3,540,4068.72,540,540,3528.72,
514,66,19,4,540,3126.72,540,540,2586.72,
515,65,19,4,540,3031.72,540,540,2491.72,
516,69,19,4,540,3513.72,540,540,2973.72,23
517,67,19,4,540,3229.72,540,540,2689.72,
518,67,20,3,540,4068.72,540,540,3528.72,
519,68,20,3,540,4068.72,540,540,3528.72,
520,68,19,4,540,3314.72,540,540,2774.72,
521,69,20,3,540,4068.72,540,540,3528.72,23
522,69,20,4,540,4021.72,540,540,3481.72,23
523,68,20,4,540,4021.72,540,540,3481.72,23
524,67,20,4,540,4021.72,540,540,3481.72,23
525,72,20,4,540,4021.72,540,540,3481.72,23
526,70,20,4,540,4021.72,540,540,3481.72,23
527,72,20,2,540,3807.72,540,540,3267.72,
528,72,18,4,490,0.0,490,0,-490.0,
529,71,18,4,490,0.0,490,0,-490.0,
