id,x,y,z,tonn,au,cu,profit_proc,blockvalue,destination,period
206,0,14,6,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
207,0,14,7,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
208,0,14,8,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
209,0,14,9,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
210,0,14,10,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
211,0,14,11,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
212,0,14,12,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
213,0,14,13,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
214,0,14,14,9148.453,0.0,0.0,-4.0,-8233.6077,0,
215,0,15,0,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
216,0,15,1,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
217,0,15,2,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
218,0,15,3,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
219,0,15,4,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
220,0,15,5,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
221,0,15,6,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
222,0,15,7,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
223,0,15,8,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
224,0,15,9,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
225,0,15,10,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
226,0,15,11,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
227,0,15,12,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
228,0,15,13,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
229,0,15,14,10814.789,0.0,0.0,-4.0,-9733.3101,0,
230,0,16,0,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
231,0,16,1,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
232,0,16,2,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
233,0,16,3,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
234,0,16,4,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
235,0,16,5,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
236,0,16,6,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
237,0,16,7,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
238,0,16,8,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
239,0,16,9,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
240,0,16,10,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
241,0,16,11,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
242,0,16,12,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
243,0,16,13,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
244,0,16,14,12013.962,0.0,0.0,-4.0,-10812.5658,0,
245,0,17,0,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
246,0,17,1,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
247,0,17,2,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
248,0,17,3,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
249,0,17,4,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
250,0,17,5,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
251,0,17,6,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
252,0,17,7,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
253,0,17,8,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
254,0,17,9,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
255,0,17,10,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
256,0,17,11,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
257,0,17,12,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
258,0,17,13,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
259,0,17,14,12337.212,0.0,0.0,-4.0,-11103.4908,0,
260,0,18,0,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
261,0,18,1,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
262,0,18,2,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
263,0,18,3,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
264,0,18,4,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
265,0,18,5,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
266,0,18,6,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
267,0,18,7,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
268,0,18,8,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
269,0,18,9,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
270,0,18,10,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
271,0,18,11,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
272,0,18,12,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
273,0,18,13,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
274,0,18,14,12398.613,0.0,0.0,-4.0,-11158.751699999999,0,
275,0,19,0,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
276,0,19,1,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
277,0,19,2,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
278,0,19,3,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
279,0,19,4,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
280,0,19,5,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
281,0,19,6,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
282,0,19,7,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
283,0,19,8,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
284,0,19,9,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
285,0,19,10,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
286,0,19,11,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
287,0,19,12,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
288,0,19,13,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
289,0,19,14,12993.21,0.0,0.0,-4.0,-11693.889,0,
290,0,20,0,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
291,0,20,1,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
292,0,20,2,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
293,0,20,3,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
294,0,20,4,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
295,0,20,5,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
296,0,20,6,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
297,0,20,7,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
298,0,20,8,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
299,0,20,9,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
300,0,20,10,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
301,0,20,11,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
302,0,20,12,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
303,0,20,13,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
304,0,20,14,13925.163,0.0,0.0,-4.0,-12532.646700000001,0,
305,0,21,0,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
306,0,21,1,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
307,0,21,2,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
308,0,21,3,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
309,0,21,4,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
310,0,21,5,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
311,0,21,6,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
312,0,21,7,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
313,0,21,8,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
314,0,21,9,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
315,0,21,10,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
316,0,21,11,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
317,0,21,12,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
318,0,21,13,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
319,0,21,14,14801.125,0.0,0.0,-4.0,-13321.0125,0,
320,0,22,0,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
321,0,22,1,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
322,0,22,2,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
323,0,22,3,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
324,0,22,4,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
325,0,22,5,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
326,0,22,6,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
327,0,22,7,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
328,0,22,8,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
329,0,22,9,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
330,0,22,10,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
331,0,22,11,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
332,0,22,12,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
333,0,22,13,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
334,0,22,14,14708.344,0.0,0.0,-4.0,-13237.5096,0,
335,0,23,0,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
336,0,23,1,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
337,0,23,2,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
338,0,23,3,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
339,0,23,4,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
340,0,23,5,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
341,0,23,6,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
342,0,23,7,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
343,0,23,8,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
344,0,23,9,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
345,0,23,10,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
346,0,23,11,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
347,0,23,12,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
348,0,23,13,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
349,0,23,14,14063.606,0.0,0.0,-4.0,-12657.2454,0,
350,0,24,0,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
351,0,24,1,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
352,0,24,2,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
353,0,24,3,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
354,0,24,4,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
355,0,24,5,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
356,0,24,6,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
357,0,24,7,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
358,0,24,8,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
359,0,24,9,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
360,0,24,10,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
361,0,24,11,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
362,0,24,12,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
363,0,24,13,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
364,0,24,14,13412.415,0.0,0.0,-4.0,-12071.1735,0,
365,0,25,0,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
366,0,25,1,61200.012,0.0,0.0,-4.0,-55080.010800000004,0,
