id,x,y,z,cost,value,rock_tonnes,ore_tonnes,blockvalue,period
47,14,22,10,64395.01407,565139.792,71550.01563,71550.0,500744.77793000004,2
48,15,22,10,64395.01407,522525.064,71550.01563,71550.0,458130.04993000004,2
49,16,22,10,64395.01407,542313.064,71550.01563,71550.0,477918.04993000004,1
50,17,22,10,64395.01407,618050.208,71550.01563,71550.0,553655.19393,0
51,18,22,10,64395.01407,642793.152,71550.01563,71550.0,578398.13793,0
52,19,22,10,64395.01407,595949.208,71550.01563,71550.0,531554.19393,0
53,20,22,10,64530.01407,582343.0384,71700.01563,71700.0,517813.02433,1
54,21,22,10,64935.00703,450878.2688,72150.00781,72150.0,385943.26177000004,1
55,12,23,10,65124.0,227235.3808,72360.0,72360.0,162111.3808,3
56,13,23,10,65124.0,424507.688,72360.0,72360.0,359383.688,2
57,14,23,10,64638.0211,541287.704,71820.02344,71820.0,476649.6829,2
58,15,23,10,64395.01407,553335.144,71550.01563,71550.0,488940.12993,2
59,16,23,10,64395.01407,563843.976,71550.01563,71550.0,499448.96193000005,1
60,17,23,10,64395.01407,655973.112,71550.01563,71550.0,591578.0979299999,0
61,18,23,10,64395.01407,684964.968,71550.01563,71550.0,620569.95393,0
62,19,23,10,64395.01407,620443.224,71550.01563,71550.0,556048.20993,0
63,20,23,10,64395.01407,624592.328,71550.01563,71550.0,560197.31393,0
64,21,23,10,64449.01407,484741.1696,71610.01563,71610.0,420292.15553000005,1
65,13,24,10,65124.0,385324.7168,72360.0,72360.0,320200.7168,2
66,14,24,10,65016.00703,470378.1824,72240.00781,72240.0,405362.17537,2
67,15,24,10,64422.01407,599099.44,71580.01563,71580.0,534677.4259299999,2
68,16,24,10,64395.01407,616152.336,71550.01563,71550.0,551757.32193,1
69,17,24,10,64395.01407,639730.352,71550.01563,71550.0,575335.3379299999,0
70,18,24,10,64395.01407,668951.464,71550.01563,71550.0,604556.44993,0
71,19,24,10,64395.01407,601488.536,71550.01563,71550.0,537093.5219299999,0
72,20,24,10,64395.01407,628342.488,71550.01563,71550.0,563947.47393,0
73,15,25,10,64881.01407,621631.376,72090.01563,72090.0,556750.36193,2
74,16,25,10,64449.01407,619376.5184,71610.01563,71610.0,554927.5043299999,2
75,17,25,10,64395.01407,634760.16,71550.01563,71550.0,570365.14593,0
76,18,25,10,64395.01407,603813.136,71550.01563,71550.0,539418.12193,0
77,19,25,10,64395.01407,535145.72,71550.01563,71550.0,470750.70593,0
78,12,16,11,64395.01407,68757.96,71550.01563,71550.0,4362.945930000009,5
79,13,16,11,64854.00703,212287.2984,72060.00781,72060.0,147433.29137,5
80,14,16,11,65124.0,334208.256,72360.0,72360.0,269084.256,5
81,15,16,11,65124.0,362996.248,72360.0,72360.0,297872.248,4
82,16,16,11,65124.0,428876.32,72360.0,72360.0,363752.32,4
83,17,16,11,65124.0,523296.888,72360.0,72360.0,458172.888,4
84,18,16,11,65124.0,573784.0384,72360.0,72360.0,508660.03839999996,4
85,11,17,11,63585.0,33660.208,70650.0,66250.0,-29924.792,5
86,12,17,11,64395.01407,76021.412,71550.01563,71550.0,11626.39793,5
87,13,17,11,64422.01407,78794.112,71580.01563,71580.0,14372.097929999996,5
88,14,17,11,64881.00703,202787.304,72090.00781,72090.0,137906.29697,4
89,15,17,11,65124.0,301543.8096,72360.0,72360.0,236419.80959999998,4
90,16,17,11,65124.0,431073.9104,72360.0,72360.0,365949.9104,3
91,17,17,11,65124.0,543076.448,72360.0,72360.0,477952.448,2
92,18,17,11,65124.0,598515.5008,72360.0,72360.0,533391.5008,1
93,19,17,11,65124.0,586198.76,72360.0,72360.0,521074.76,1
94,10,18,11,56790.0,0.0,63100.0,0.0,-56790.0,5
95,11,18,11,64395.01407,0.0,71550.01563,0.0,-64395.01407,5
96,12,18,11,64395.01407,89584.416,71550.01563,71550.0,25189.40193,4
97,13,18,11,64395.01407,130365.244,71550.01563,71550.0,65970.22993,4
98,14,18,11,64422.01407,152945.396,71580.01563,71580.0,88523.38193,3
99,15,18,11,64989.00703,359041.616,72210.00781,72210.0,294052.60897,2
100,16,18,11,65124.0,467990.152,72360.0,72360.0,402866.152,2
101,17,18,11,65124.0,495504.496,72360.0,72360.0,430380.496,1
102,18,18,11,65124.0,505320.8976,72360.0,72360.0,440196.8976,1
103,19,18,11,65124.0,565374.208,72360.0,72360.0,500250.208,1
104,20,18,11,65124.0,515476.5136,72360.0,72360.0,450352.5136,1
105,10,19,11,55080.0,0.0,61200.0,0.0,-55080.0,5
106,11,19,11,59085.0,0.0,65650.0,0.0,-59085.0,4
107,12,19,11,64395.01407,85371.34,71550.01563,71550.0,20976.32593,4
108,13,19,11,64395.01407,168505.264,71550.01563,71550.0,104110.24992999999,3
109,14,19,11,64395.01407,214361.052,71550.01563,71550.0,149966.03793,2
110,15,19,11,64584.00703,329758.712,71760.00781,71760.0,265174.70497,2
111,16,19,11,65097.0,510571.248,72330.0,72330.0,445474.248,1
112,17,19,11,65124.0,480041.4448,72360.0,72360.0,414917.4448,1
113,18,19,11,65124.0,472185.5136,72360.0,72360.0,407061.5136,1
114,19,19,11,65124.0,559793.296,72360.0,72360.0,494669.296,1
115,20,19,11,65124.0,535330.072,72360.0,72360.0,470206.07200000004,1
116,21,19,11,65124.0,583653.1856,72360.0,72360.0,518529.18559999997,1
117,10,20,11,55080.0,0.0,61200.0,0.0,-55080.0,4
118,11,20,11,55692.0,0.0,61880.0,0.0,-55692.0,4
119,12,20,11,64557.01407,83396.5256,71730.01563,71730.0,18839.511529999996,3
120,13,20,11,64395.01407,287942.4,71550.01563,71550.0,223547.38593000002,3
121,14,20,11,64395.01407,388318.152,71550.01563,71550.0,323923.13793,2
122,15,20,11,64395.01407,405477.008,71550.01563,71550.0,341081.99393,2
123,16,20,11,64827.00703,508918.632,72030.00781,72030.0,444091.62497,1
124,17,20,11,65097.0,553565.3488,72330.0,72330.0,488468.34880000004,1
125,18,20,11,65124.0,581775.9856,72360.0,72360.0,516651.9856,0
126,19,20,11,65124.0,590492.0512,72360.0,72360.0,525368.0512,0
127,20,20,11,65124.0,510885.536,72360.0,72360.0,445761.536,1
128,21,20,11,65124.0,463344.944,72360.0,72360.0,398220.944,1
129,10,21,11,56196.0,0.0,62440.0,0.0,-56196.0,4
130,11,21,11,63252.0,0.0,70280.0,0.0,-63252.0,3
131,12,21,11,65016.00703,146231.3064,72240.00781,72240.0,81215.29937,3
132,13,21,11,64395.01407,337674.504,71550.01563,71550.0,273279.48993000004,2
133,14,21,11,64395.01407,457088.712,71550.01563,71550.0,392693.69793,2
134,15,21,11,64395.01407,470382.024,71550.01563,71550.0,405987.00993,1
135,16,21,11,64422.01407,528279.992,71580.01563,71580.0,463857.97793,1
136,17,21,11,64692.01407,560668.5184,71880.01563,71880.0,495976.50432999997,0
137,18,21,11,65043.00703,586982.6128,72270.00781,72270.0,521939.60577,0
138,19,21,11,65124.0,583568.7184,72360.0,72360.0,518444.7184,0
139,20,21,11,65124.0,512172.9552,72360.0,72360.0,447048.9552,0
140,21,21,11,65124.0,424071.064,72360.0,72360.0,358947.064,1
141,22,21,11,65124.0,359848.2768,72360.0,72360.0,294724.2768,1
142,10,22,11,58428.0,0.0,64920.0,0.0,-58428.0,4
143,11,22,11,65124.0,59748.128,72360.0,72360.0,-5375.872000000003,3
144,12,22,11,65124.0,374885.064,72360.0,72360.0,309761.064,2
145,13,22,11,64719.01407,478513.864,71910.01563,71910.0,413794.84993,2
146,14,22,11,64395.01407,542064.504,71550.01563,71550.0,477669.48993,2
147,15,22,11,64395.01407,556841.552,71550.01563,71550.0,492446.53793000005,1
148,16,22,11,64395.01407,613787.728,71550.01563,71550.0,549392.71393,0
149,17,22,11,64395.01407,645099.344,71550.01563,71550.0,580704.32993,0
150,18,22,11,64557.00703,610839.384,71730.00781,71730.0,546282.37697,0
151,19,22,11,64935.00703,569404.0608,72150.00781,72150.0,504469.05377,0
152,20,22,11,65097.0,498298.0688,72330.0,72330.0,433201.0688,0
153,21,22,11,65124.0,424578.9024,72360.0,72360.0,359454.9024,1
154,22,22,11,65124.0,398456.1008,72360.0,72360.0,333332.1008,1
155,10,23,11,61776.0,0.0,68640.0,0.0,-61776.0,3
156,11,23,11,65124.0,100968.9952,72360.0,72360.0,35844.995200000005,3
157,12,23,11,65124.0,292939.1024,72360.0,72360.0,227815.10239999997,2
158,13,23,11,65097.0,407225.744,72330.0,72330.0,342128.744,2
159,14,23,11,64449.01407,465988.848,71610.01563,71610.0,401539.83393,2
160,15,23,11,64395.01407,502694.224,71550.01563,71550.0,438299.20993,1
161,16,23,11,64395.01407,534190.88,71550.01563,71550.0,469795.86593,0
162,17,23,11,64395.01407,650014.72,71550.01563,71550.0,585619.7059299999,0
163,18,23,11,64395.01407,678544.32,71550.01563,71550.0,614149.3059299999,0
164,19,23,11,64449.01407,570437.288,71610.01563,71610.0,505988.27392999997,0
165,20,23,11,64611.01407,549375.6608,71790.01563,71790.0,484764.64673,0
166,21,23,11,64989.00703,430487.0432,72210.00781,72210.0,365498.03617000004,0
167,22,23,11,65124.0,393619.2896,72360.0,72360.0,328495.2896,1
168,11,24,11,65124.0,127725.7952,72360.0,72360.0,62601.79519999999,3
169,12,24,11,65124.0,246497.2784,72360.0,72360.0,181373.2784,2
170,13,24,11,65124.0,366206.824,72360.0,72360.0,301082.824,2
171,14,24,11,64692.0211,332263.3408,71880.02344,71880.0,267571.3197,2
172,15,24,11,64395.01407,371515.512,71550.01563,71550.0,307120.49793,1
173,16,24,11,64395.01407,418515.088,71550.01563,71550.0,354120.07393,0
174,17,24,11,64395.01407,555701.984,71550.01563,71550.0,491306.9699300001,0
175,18,24,11,64395.01407,634157.424,71550.01563,71550.0,569762.40993,0
176,19,24,11,64395.01407,563020.16,71550.01563,71550.0,498625.14593000006,0
177,20,24,11,64395.01407,592949.952,71550.01563,71550.0,528554.93793,0
178,21,24,11,64476.01407,538974.6928,71640.01563,71640.0,474498.67873,0
179,12,25,11,65124.0,332810.88,72360.0,72360.0,267686.88,2
180,13,25,11,65124.0,475574.664,72360.0,72360.0,410450.664,2
181,14,25,11,64908.00703,473346.28,72120.00781,72120.0,408438.27297000005,2
182,15,25,11,64449.01407,430332.384,71610.01563,71610.0,365883.36993000004,2
183,16,25,11,64395.01407,507488.272,71550.01563,71550.0,443093.25793,0
184,17,25,11,64395.01407,603461.352,71550.01563,71550.0,539066.3379299999,0
185,18,25,11,64395.01407,584067.872,71550.01563,71550.0,519672.85793,0
186,19,25,11,64395.01407,525466.12,71550.01563,71550.0,461071.10593,0
187,20,25,11,64395.01407,625190.184,71550.01563,71550.0,560795.16993,0
188,21,25,11,64395.01407,649643.064,71550.01563,71550.0,585248.04993,0
189,14,26,11,65124.0,530373.688,72360.0,72360.0,465249.68799999997,2
190,15,26,11,65016.00703,478092.328,72240.00781,72240.0,413076.32097,2
191,16,26,11,64557.01407,491835.912,71730.01563,71730.0,427278.89793000004,1
192,17,26,11,64395.01407,600284.304,71550.01563,71550.0,535889.28993,0
193,18,26,11,64395.01407,596407.8,71550.01563,71550.0,532012.78593,0
194,19,26,11,64395.01407,558129.384,71550.01563,71550.0,493734.36993,0
195,20,26,11,64395.01407,653880.744,71550.01563,71550.0,589485.7299299999,0
196,12,15,12,65097.0,150719.5464,72330.0,72330.0,85622.54639999999,5
197,13,15,12,65124.0,200764.04,72360.0,72360.0,135640.04,5
198,14,15,12,65124.0,342285.0464,72360.0,72360.0,277161.0464,5
199,15,15,12,65124.0,390399.32,72360.0,72360.0,325275.32,4
200,16,15,12,65124.0,403783.552,72360.0,72360.0,338659.552,4
201,17,15,12,65124.0,390723.5872,72360.0,72360.0,325599.5872,4
202,18,15,12,65124.0,319244.6304,72360.0,72360.0,254120.63040000002,4
203,10,16,12,64395.01407,0.0,71550.01563,0.0,-64395.01407,5
204,11,16,12,64395.01407,0.0,71550.01563,0.0,-64395.01407,5
205,12,16,12,64665.01407,45479.3064,71850.01563,71850.0,-19185.707669999996,5
206,13,16,12,65097.0,98203.4848,72330.0,72330.0,33106.484800000006,4
207,14,16,12,65124.0,173640.7968,72360.0,72360.0,108516.79680000001,4
208,15,16,12,65124.0,277642.56,72360.0,72360.0,212518.56,3
209,16,16,12,65124.0,374558.3664,72360.0,72360.0,309434.3664,2
210,17,16,12,65124.0,448749.2096,72360.0,72360.0,383625.2096,1
211,18,16,12,65124.0,485268.6416,72360.0,72360.0,420144.6416,1
212,19,16,12,65124.0,404156.5248,72360.0,72360.0,339032.5248,1
213,20,16,12,65124.0,207877.8128,72360.0,72360.0,142753.8128,1
214,10,17,12,63045.01407,0.0,70050.01563,0.0,-63045.01407,5
215,11,17,12,63945.0,0.0,71050.0,0.0,-63945.0,5
216,12,17,12,64395.01407,67274.172,71550.01563,71550.0,2879.1579300000085,4
217,13,17,12,64746.00703,93543.1056,71940.00781,71940.0,28797.098569999995,4
218,14,17,12,65124.0,172417.3456,72360.0,72360.0,107293.3456,3
219,15,17,12,65124.0,272863.032,72360.0,72360.0,207739.032,2
220,16,17,12,65124.0,389323.5216,72360.0,72360.0,324199.5216,1
221,17,17,12,65124.0,463424.2752,72360.0,72360.0,398300.2752,1
222,18,17,12,65124.0,495903.68,72360.0,72360.0,430779.68,1
223,19,17,12,65124.0,475661.024,72360.0,72360.0,410537.024,1
224,20,17,12,65124.0,359712.128,72360.0,72360.0,294588.128,1
225,21,17,12,65124.0,305149.1328,72360.0,72360.0,240025.13280000002,1
226,9,18,12,55080.0,0.0,61200.0,0.0,-55080.0,5
227,10,18,12,58545.0,0.0,65050.0,0.0,-58545.0,4
228,11,18,12,63945.0,0.0,71050.0,0.0,-63945.0,4
229,12,18,12,64395.01407,80578.232,71550.01563,71550.0,16183.217930000006,3
230,13,18,12,64395.01407,103545.04,71550.01563,71550.0,39150.025929999996,3
231,14,18,12,64854.00703,180713.2112,72060.00781,72060.0,115859.20416999998,2
232,15,18,12,65124.0,340969.6576,72360.0,72360.0,275845.6576,2
233,16,18,12,65124.0,401915.096,72360.0,72360.0,336791.096,1
234,17,18,12,65124.0,418423.512,72360.0,72360.0,353299.512,1
235,18,18,12,65124.0,444725.0032,72360.0,72360.0,379601.0032,1
236,19,18,12,65124.0,510551.528,72360.0,72360.0,445427.528,1
237,20,18,12,65124.0,350927.2624,72360.0,72360.0,285803.2624,1
238,21,18,12,65124.0,316676.8544,72360.0,72360.0,251552.8544,1
239,9,19,12,55080.0,0.0,61200.0,0.0,-55080.0,5
240,10,19,12,56916.0,0.0,63240.0,0.0,-56916.0,4
241,11,19,12,61677.0,0.0,68530.0,0.0,-61677.0,3
242,12,19,12,64395.01407,95148.292,71550.01563,71550.0,30753.277930000004,3
243,13,19,12,64395.01407,140100.984,71550.01563,71550.0,75705.96992999999,2
244,14,19,12,64449.01407,177664.8744,71610.01563,71610.0,113215.86033,2
245,15,19,12,65043.00703,391549.2016,72270.00781,72270.0,326506.19457,1
246,16,19,12,65124.0,425083.0208,72360.0,72360.0,359959.0208,1
247,17,19,12,65124.0,397956.6848,72360.0,72360.0,332832.6848,0
248,18,19,12,65124.0,391556.9248,72360.0,72360.0,326432.9248,0
249,19,19,12,65124.0,528411.96,72360.0,72360.0,463287.95999999996,0
250,20,19,12,65124.0,319242.2832,72360.0,72360.0,254118.2832,1
251,21,19,12,65124.0,275930.5776,72360.0,72360.0,210806.57760000002,1
252,22,19,12,65124.0,305420.688,72360.0,72360.0,240296.68800000002,1
253,9,20,12,55080.0,0.0,61200.0,0.0,-55080.0,4
254,10,20,12,55080.0,0.0,61200.0,0.0,-55080.0,3
255,11,20,12,56115.0,1673.74,62350.0,7950.0,-54441.26,3
256,12,20,12,63810.0,130006.264,70900.0,68900.0,66196.264,2
257,13,20,12,64395.01407,254489.72,71550.01563,71550.0,190094.70593,2
258,14,20,12,64395.01407,336885.632,71550.01563,71550.0,272490.61793,1
259,15,20,12,64692.00703,383930.82,71880.00781,71880.0,319238.81297,1
260,16,20,12,65124.0,478533.9008,72360.0,72360.0,413409.9008,0
261,17,20,12,65124.0,448098.1248,72360.0,72360.0,382974.1248,0
262,18,20,12,65124.0,434708.824,72360.0,72360.0,369584.824,0
263,19,20,12,65124.0,533534.6144,72360.0,72360.0,468410.61439999996,0
264,20,20,12,65124.0,360628.6976,72360.0,72360.0,295504.6976,0
265,21,20,12,65124.0,276881.6496,72360.0,72360.0,211757.6496,1
266,22,20,12,65124.0,225490.0944,72360.0,72360.0,160366.0944,1
267,9,21,12,55080.0,0.0,61200.0,0.0,-55080.0,4
268,10,21,12,55080.0,0.0,61200.0,0.0,-55080.0,3
269,11,21,12,59400.0,0.0,66000.0,0.0,-59400.0,2
270,12,21,12,64548.0,143763.796,71720.0,69320.0,79215.796,2
271,13,21,12,64170.01407,321192.112,71300.01563,71300.0,257022.09793000002,2
272,14,21,12,63045.01407,423716.648,70050.01563,70050.0,360671.63393,1
273,15,21,12,62622.01407,466732.6784,69580.01563,69580.0,404110.66433,0
274,16,21,12,64710.0,449824.1968,71900.0,71900.0,385114.1968,0
275,17,21,12,65124.0,447303.0,72360.0,72360.0,382179.0,0
276,18,21,12,65124.0,474063.1008,72360.0,72360.0,408939.1008,0
277,19,21,12,65124.0,511530.1888,72360.0,72360.0,446406.1888,0
278,20,21,12,65124.0,409227.768,72360.0,72360.0,344103.768,0
279,21,21,12,65124.0,307090.1664,72360.0,72360.0,241966.1664,0
280,22,21,12,65124.0,260272.2912,72360.0,72360.0,195148.2912,1
281,23,21,12,65124.0,194834.2304,72360.0,72360.0,129710.2304,1
282,9,22,12,55080.0,0.0,61200.0,0.0,-55080.0,4
283,10,22,12,56916.0,0.0,63240.0,0.0,-56916.0,3
284,11,22,12,63864.0,30565.936,70960.0,58960.0,-33298.064,2
285,12,22,12,65124.0,377945.584,72360.0,72360.0,312821.584,2
286,13,22,12,64530.0211,476332.632,71700.02344,71700.0,411802.61089999997,2
287,14,22,12,62820.01407,525649.568,69800.01563,69800.0,462829.55393,1
288,15,22,12,62370.01407,577085.752,69300.01563,69300.0,514715.73793,0
289,16,22,12,64053.01407,682636.032,71170.01563,71170.0,618583.01793,0
290,17,22,12,64908.00703,515495.0,72120.00781,72120.0,450586.99297,0
291,18,22,12,65097.0,511529.5072,72330.0,72330.0,446432.5072,0
292,19,22,12,65124.0,504485.8032,72360.0,72360.0,439361.8032,0
293,20,22,12,65124.0,425682.624,72360.0,72360.0,360558.624,0
294,21,22,12,65124.0,305109.424,72360.0,72360.0,239985.424,0
295,22,22,12,65124.0,268527.464,72360.0,72360.0,203403.46399999998,0
296,23,22,12,65124.0,224373.6192,72360.0,72360.0,159249.6192,1
297,9,23,12,55080.0,0.0,61200.0,0.0,-55080.0,3
298,10,23,12,58284.0,0.0,64760.0,0.0,-58284.0,3
299,11,23,12,65124.0,40191.4272,72360.0,72360.0,-24932.5728,2
300,12,23,12,65124.0,237894.3952,72360.0,72360.0,172770.3952,2
301,13,23,12,64854.01407,347203.92,72060.01563,72060.0,282349.90593,2
302,14,23,12,64170.01407,402516.368,71300.01563,71300.0,338346.35393000004,1
303,15,23,12,64395.01407,443652.16,71550.01563,71550.0,379257.14593,0
304,16,23,12,64395.01407,514370.4,71550.01563,71550.0,449975.38593000005,0
305,17,23,12,64449.01407,635086.9088,71610.01563,71610.0,570637.8947299999,0
306,18,23,12,64746.00703,548718.6304,71940.00781,71940.0,483972.62337000004,0
307,19,23,12,64989.00703,452118.8,72210.00781,72210.0,387129.79297,0
308,20,23,12,65097.0,426876.0352,72330.0,72330.0,361779.0352,0
309,21,23,12,65124.0,352466.744,72360.0,72360.0,287342.744,0
310,22,23,12,65124.0,307514.0096,72360.0,72360.0,242390.0096,0
311,23,23,12,65124.0,272623.2032,72360.0,72360.0,207499.2032,0
312,10,24,12,59652.0,0.0,66280.0,0.0,-59652.0,3
313,11,24,12,64872.0,62250.7136,72080.0,69680.0,-2621.2863999999972,2
314,12,24,12,65124.0,128617.696,72360.0,72360.0,63493.695999999996,2
315,13,24,12,65016.00703,250558.6544,72240.00781,72240.0,185542.64737,2
316,14,24,12,64395.01407,65493.604,71550.01563,71550.0,1098.589930000002,1
317,15,24,12,64395.01407,180411.488,71550.01563,71550.0,116016.47393000001,0
318,16,24,12,64395.01407,205982.968,71550.01563,71550.0,141587.95393,0
319,17,24,12,64395.01407,375585.024,71550.01563,71550.0,311190.00993,0
320,18,24,12,64395.01407,622162.824,71550.01563,71550.0,557767.80993,0
321,19,24,12,64449.01407,317075.02,71610.01563,71610.0,252626.00593,0
322,20,24,12,64692.01407,501398.3216,71880.01563,71880.0,436706.30753000005,0
323,21,24,12,65016.00703,412175.1168,72240.00781,72240.0,347159.10977000004,0
324,22,24,12,65124.0,311573.3648,72360.0,72360.0,246449.36479999998,0
325,10,25,12,58536.0,0.0,65040.0,0.0,-58536.0,3
326,11,25,12,65124.0,16394.5216,72360.0,72360.0,-48729.4784,2
327,12,25,12,65124.0,301942.4016,72360.0,72360.0,236818.40159999998,2
328,13,25,12,65124.0,423968.008,72360.0,72360.0,358844.008,2
329,14,25,12,64503.0211,321437.432,71670.02344,71670.0,256934.41089999996,1
330,15,25,12,64395.01407,342175.224,71550.01563,71550.0,277780.20993,0
331,16,25,12,64395.01407,457773.184,71550.01563,71550.0,393378.16993000003,0
332,17,25,12,64395.01407,505010.176,71550.01563,71550.0,440615.16193,0
333,18,25,12,64395.01407,524297.472,71550.01563,71550.0,459902.45793,0
334,19,25,12,64395.01407,495643.344,71550.01563,71550.0,431248.32993,0
335,20,25,12,64395.01407,634110.648,71550.01563,71550.0,569715.63393,0
336,21,25,12,64530.01407,591050.7888,71700.01563,71700.0,526520.77473,0
337,22,25,12,64908.00703,430667.8528,72120.00781,72120.0,365759.84577,0
338,12,26,12,65124.0,265517.304,72360.0,72360.0,200393.304,2
339,13,26,12,65124.0,310356.7328,72360.0,72360.0,245232.7328,2
340,14,26,12,64908.00703,404405.0256,72120.00781,72120.0,339497.01857,2
341,15,26,12,64530.0211,366627.7664,71700.02344,71700.0,302097.7453,0
342,16,26,12,64395.01407,441081.32,71550.01563,71550.0,376686.30593000003,0
343,17,26,12,64395.01407,528246.712,71550.01563,71550.0,463851.6979300001,0
344,18,26,12,64395.01407,540940.912,71550.01563,71550.0,476545.89793000004,0
345,19,26,12,64395.01407,530897.36,71550.01563,71550.0,466502.34593,0
346,20,26,12,64395.01407,619127.032,71550.01563,71550.0,554732.01793,0
347,21,26,12,64395.01407,649698.656,71550.01563,71550.0,585303.6419299999,0
348,14,27,12,65124.0,381246.1584,72360.0,72360.0,316122.1584,2
349,15,27,12,65097.0,315058.9888,72330.0,72330.0,249961.9888,1
350,16,27,12,64719.00703,331364.3744,71910.00781,71910.0,266645.36737,0
351,17,27,12,64395.01407,429145.68,71550.01563,71550.0,364750.66593,0
352,18,27,12,64395.01407,518156.784,71550.01563,71550.0,453761.76993,0
353,19,27,12,64395.01407,525622.96,71550.01563,71550.0,461227.94593,0
354,20,27,12,64395.01407,565350.656,71550.01563,71550.0,500955.64193,0
355,9,14,13,58320.0,0.0,64800.0,0.0,-58320.0,6
356,10,14,13,58320.01758,0.0,64800.01953,0.0,-58320.01758,6
357,11,14,13,59076.01407,0.0,65640.01563,0.0,-59076.01407,5
358,12,14,13,59580.01407,44159.7632,66200.01563,66200.0,-15420.250869999996,5
359,13,14,13,60588.0,77176.6176,67320.0,60120.0,16588.617599999998,5
360,14,14,13,60588.01407,147399.4848,67320.01563,67320.0,86811.47073,4
361,15,14,13,60588.01407,237948.6256,67320.01563,67320.0,177360.61153,4
362,16,14,13,60588.0,191872.3312,67320.0,64920.0,131284.3312,4
363,17,14,13,60336.0,124571.6672,67040.0,59840.0,64235.667199999996,4
364,18,14,13,58311.9,50644.416,64791.0,57600.0,-7667.484000000004,4
365,19,14,13,53520.3,43999.1616,59467.0,53007.0,-9521.138400000003,4
366,7,15,13,58320.0,0.0,64800.0,0.0,-58320.0,8
367,8,15,13,58320.01758,0.0,64800.01953,0.0,-58320.01758,7
368,9,15,13,58320.01758,0.0,64800.01953,0.0,-58320.01758,6
369,10,15,13,58320.01758,0.0,64800.01953,0.0,-58320.01758,5
